TIMESTAMP,TURNO,OPERADOR_ID,MAQUINA_ID,PRODUCTO_ID,TEMPERATURA,VIBRACION,HUMEDAD,TIEMPO_CICLO,FALLO_DETECTADO,TIPO_FALLO,CANTIDAD_PRODUCIDA,UNIDADES_DEFECTUOSAS,EFICIENCIA_PORCENTUAL,CONSUMO_ENERGIA,PARADAS_PROGRAMADAS,PARADAS_IMPREVISTAS,OBSERVACIONES,cluster
2023-01-01 00:00:00,Noche,OP_16,M_8,P_14,74.20040134932228,,45.20938745576925,106.35668377188506,No,Sin fallo,108,3,87.02170411073116,13.131579616697778,0,1,Sin observación,
2023-01-01 01:00:00,Mañana,OP_18,M_8,P_12,85.8867274289665,0.4812935033327534,52.623285507415545,106.14722044344106,Sí,Eléctrico,86,2,81.20075843509247,13.34822112146079,0,0,Sin observación,2.0
2023-01-01 02:00:00,Noche,OP_5,M_7,P_14,81.29358810527037,0.4466380677346576,48.53820297511314,122.51773288421184,No,Sin fallo,103,0,79.1044768251071,15.461714819491933,3,0,Operación normal,1.0
2023-01-01 03:00:00,Noche,OP_4,M_6,P_15,75.69797512387497,0.5769686743562012,55.597780571069926,123.64123472576654,No,Sin fallo,104,2,84.17653652415066,16.15645302064284,4,0,Sin observación,1.0
2023-01-01 04:00:00,Mañana,OP_13,M_6,P_7,69.88750434136114,0.7162398989690154,63.83742772580101,126.27699183872126,No,Sin fallo,119,1,93.53508436229772,12.573939471675567,0,0,Operación normal,2.0
2023-01-01 05:00:00,Mañana,OP_19,M_10,P_1,72.52532792240862,0.459576407242369,50.647381167496505,104.09907656168608,No,Sin fallo,82,2,92.90688713341444,17.183331901652608,1,0,Operación normal,2.0
2023-01-01 06:00:00,Noche,OP_2,M_6,P_9,78.29067446345658,0.4754845815877273,50.15952381809669,107.97239514667064,Sí,Otro,93,3,84.19934178492993,17.08188365667219,1,1,Sin observación,0.0
2023-01-01 07:00:00,Tarde,OP_13,M_8,P_4,75.3831056750875,0.4261706450361216,56.12153917860901,121.36647167720866,No,Sin fallo,80,1,78.42936725415888,16.569179781742445,0,1,Revisar calibración,0.0
2023-01-01 08:00:00,Noche,OP_11,M_1,P_6,81.38052090992944,,39.36071587735948,139.67101698322747,Sí,Mecánico,101,0,90.09414609319876,13.285916128955089,1,0,Revisar calibración,
2023-01-01 09:00:00,Noche,OP_4,M_5,P_6,75.34351701362009,0.5955371605512663,50.41530223878041,105.39388310187408,No,Sin fallo,100,5,95.16022547860896,11.314151738191184,0,0,Revisar calibración,2.0
2023-01-01 10:00:00,Noche,OP_20,M_3,P_11,75.57917070477302,0.4953621973046296,35.780645064321185,116.05796765624908,No,Sin fallo,122,1,93.809763054663,17.361655730591814,3,1,Sin observación,1.0
2023-01-01 11:00:00,Noche,OP_20,M_8,P_3,83.12106081706217,0.4561632842389027,37.41092424581066,81.29239584439631,No,Sin fallo,107,3,85.06711583436618,15.606836062144296,0,1,Sin observación,0.0
2023-01-01 12:00:00,Mañana,OP_15,M_6,P_4,69.51717967633485,0.553396022155899,40.24242365590903,111.27460997426874,No,Sin fallo,96,2,87.74144946082788,15.16185976112665,0,0,Revisar calibración,2.0
2023-01-01 13:00:00,Noche,OP_4,M_2,P_13,83.66928771709148,0.5739670033062823,57.68584106270168,124.03148041500133,No,Sin fallo,101,0,,13.685323738223673,0,1,Sin observación,
2023-01-01 14:00:00,Tarde,OP_9,M_7,P_11,78.84816406523571,0.6554042466868581,43.596918457230906,137.40814617965282,No,Sin fallo,94,0,86.19094300104044,14.331184349224806,0,0,Sin observación,2.0
2023-01-01 15:00:00,Mañana,OP_7,M_7,P_10,91.17735101542642,0.4417466778471747,37.19324395277109,104.276287582254,No,Sin fallo,119,1,81.9523131230146,11.784015785385346,1,2,Operación normal,0.0
2023-01-01 16:00:00,Tarde,OP_19,M_5,P_3,71.49283814664791,0.5852335683074265,52.59254025086258,123.43388297921274,No,Sin fallo,95,3,80.14939232696186,19.378968465078238,0,2,Sin observación,0.0
2023-01-01 17:00:00,Tarde,OP_19,M_8,P_13,83.14701885055118,0.5105781985650566,28.52736969027094,125.43255316105198,No,Sin fallo,97,1,89.75152150280346,15.514952784167711,0,0,Sin observación,2.0
2023-01-01 18:00:00,Tarde,OP_6,M_5,P_6,75.66935937832896,0.326572026591918,26.288991972685206,84.15935311903152,No,Sin fallo,91,0,86.21803677179324,15.921570505043192,0,1,Revisar calibración,0.0
2023-01-01 19:00:00,Tarde,OP_6,M_1,P_1,74.07207899698757,0.652220463212181,42.47048622457891,94.85886040994792,No,Sin fallo,94,3,87.61761502986926,6.628873251734568,3,0,Sin observación,1.0
2023-01-01 20:00:00,Mañana,OP_20,M_9,P_8,76.52451118400559,0.5297480343627166,42.31616402708047,130.04860347479618,No,Sin fallo,115,1,83.07421017781493,12.702854025648294,2,0,Sin observación,1.0
2023-01-01 21:00:00,Mañana,OP_15,M_4,P_8,75.62607373056028,0.5606804058422642,55.43439837696375,121.21028512061594,No,Sin fallo,115,0,82.0425817263561,15.562236324635888,1,0,Sin observación,2.0
2023-01-01 22:00:00,Tarde,OP_15,M_2,P_9,71.10542024354986,0.5946317516562719,57.00361005304757,121.89921741737986,No,Sin fallo,90,5,76.48511307254769,14.37361496498163,1,1,Sin observación,0.0
2023-01-01 23:00:00,Tarde,OP_20,M_4,P_6,74.3418106642394,0.5596056209046104,43.9850058955352,101.40863961125362,No,Sin fallo,97,2,75.8452926123996,13.282389271227474,0,0,Ruido inusual,2.0
2023-01-02 00:00:00,Mañana,OP_9,M_9,P_1,76.53553342336272,0.4033007430145195,42.91993486996847,91.03917402515192,No,Sin fallo,109,1,90.02199958013311,14.977095342409063,1,0,Sin observación,2.0
2023-01-02 01:00:00,Mañana,OP_4,M_2,P_3,72.87422192209137,,37.23673226898308,129.57535099805108,No,Sin fallo,101,1,94.22941634430065,12.869916963086936,0,0,Sin observación,
2023-01-02 02:00:00,Mañana,OP_18,M_4,P_15,77.70220743651264,0.549663055870015,43.90125920997244,123.34514504002767,Sí,Otro,115,1,85.42158993097605,14.648568450854402,1,0,Ruido inusual,2.0
2023-01-02 03:00:00,Noche,OP_18,M_2,P_1,73.52078792567563,0.3330159474907405,19.430641215331622,81.18873525513006,No,Sin fallo,89,1,85.4241371359596,13.252977475057836,0,1,Sin observación,0.0
2023-01-02 04:00:00,Noche,OP_5,M_5,P_15,77.29172649251908,0.6666037246897548,40.48597286618271,118.02326304883408,No,Sin fallo,108,4,81.54619320122629,18.06882492691371,0,0,Sin observación,2.0
2023-01-02 05:00:00,Noche,OP_20,M_3,P_13,76.68858066115418,0.4622675484129821,44.192025521133466,155.61981625273725,No,Sin fallo,101,1,79.65756939437021,13.351738465902583,2,1,Sin observación,1.0
2023-01-02 06:00:00,Tarde,OP_11,M_10,P_15,77.25666182855753,0.5995567613613335,37.14953378115828,131.99487188414503,No,Sin fallo,93,1,81.94223022919267,14.473947100450207,1,1,Sin observación,0.0
2023-01-02 07:00:00,Noche,OP_5,M_2,P_5,68.25643078895898,0.466399971790493,38.56312791401854,102.09199345285104,Sí,Mecánico,109,5,92.63777038678904,13.62248202979096,1,0,Sin observación,2.0
2023-01-02 08:00:00,Tarde,OP_4,M_9,P_3,80.48541404360971,0.4466788546466183,42.01163731110895,123.33680225699878,No,Sin fallo,101,4,95.81010057248514,15.011406468144775,0,0,Sin observación,2.0
2023-01-02 09:00:00,Tarde,OP_12,M_5,P_14,70.66980702593506,0.492107809187146,44.93511645544346,,Sí,Eléctrico,97,1,79.13556134206506,22.46375951118066,1,0,Sin observación,
2023-01-02 10:00:00,Noche,OP_2,M_10,P_2,74.07073302429902,0.712172455559396,53.628270095209096,152.92719462166562,No,Sin fallo,112,1,88.88312918408656,20.846705934573976,0,2,Sin observación,0.0
2023-01-02 11:00:00,Tarde,OP_13,M_5,P_3,71.77079789813975,0.7012943379764975,49.26414453844117,97.4894761667468,No,Sin fallo,109,1,91.7298395017413,18.22664513205805,1,0,Sin observación,2.0
2023-01-02 12:00:00,Noche,OP_10,M_1,P_9,75.3567423500556,0.4465467005326127,53.81161889088174,145.99032217025126,No,Sin fallo,106,0,82.90165925894414,16.745091149734183,0,2,Sin observación,0.0
2023-01-02 13:00:00,Noche,OP_9,M_6,P_11,74.44438313246505,0.6247342134664602,50.727294870003306,96.12699635689287,No,Sin fallo,118,1,86.15790681504751,14.186795188081511,0,1,Sin observación,0.0
2023-01-02 14:00:00,Mañana,OP_10,M_7,P_8,78.2559655327359,0.5023367300585596,46.14710122397121,126.67687843073767,No,Sin fallo,101,2,81.02362881155118,15.57292996612111,1,1,Sin observación,0.0
2023-01-02 15:00:00,Noche,OP_7,M_1,P_13,75.21941518505471,0.7018314904305885,67.315413981827,132.90217777419673,No,Sin fallo,100,2,90.77906628680414,15.17697092471909,0,0,Operación normal,2.0
2023-01-02 16:00:00,Mañana,OP_4,M_9,P_3,73.04157410919669,0.6152870954889571,,143.0769245861365,No,Sin fallo,88,3,88.4398677285935,16.411982789021955,0,0,Sin observación,
2023-01-02 17:00:00,Noche,OP_19,M_8,P_11,66.01295900056627,0.5279055447460813,35.869495684605255,135.36684563287108,No,Sin fallo,122,2,78.14595535835662,12.629957949715092,2,0,Operación normal,1.0
2023-01-02 18:00:00,Noche,OP_10,M_8,P_2,79.42161732899824,0.5081382055226232,43.473901675614606,89.51423485770545,No,Sin fallo,97,3,83.78806355868224,12.748330640564504,1,0,Sin observación,2.0
2023-01-02 19:00:00,Mañana,OP_3,M_7,P_5,77.58768088597864,0.5608389602168419,44.397822185642376,120.02310738404978,No,Sin fallo,106,2,83.12938942669206,13.088762187464592,1,0,Ruido inusual,2.0
2023-01-02 20:00:00,Mañana,OP_19,M_5,P_12,79.62562092560897,0.5483506726681311,46.379423677449424,130.22426107946208,No,Sin fallo,103,4,92.37544958391749,12.34067781946836,2,1,Sin observación,1.0
2023-01-02 21:00:00,Noche,OP_2,M_3,P_12,74.07303226657653,0.3897364318922316,35.45675614279647,141.72640377719546,No,Sin fallo,97,1,,13.428684718894488,2,0,Sin observación,
2023-01-02 22:00:00,Tarde,OP_20,M_9,P_13,76.78466461106603,0.520781339088578,64.5727047379369,97.38921822047188,No,Sin fallo,125,2,83.9571482812443,16.97772740270379,4,0,Sin observación,1.0
2023-01-02 23:00:00,Mañana,OP_10,M_7,P_12,71.73303961034922,0.4348318807509229,41.54689715908064,101.21778167072144,Sí,Mecánico,91,6,90.23154860133737,15.10769390940477,2,1,Operación normal,1.0
2023-01-03 00:00:00,Tarde,OP_2,M_10,P_1,71.2759835075737,0.4470306164215032,35.363275837139994,90.7294234253106,No,Sin fallo,93,1,76.74563150256216,15.199343901139809,0,2,Sin observación,0.0
2023-01-03 01:00:00,Tarde,OP_2,M_10,P_4,73.58199194735593,0.6114552195319229,47.64256159028533,119.99289270449928,No,Sin fallo,76,4,77.58086693855638,17.423776486255413,0,0,Sin observación,2.0
2023-01-03 02:00:00,Tarde,OP_17,M_8,P_8,79.60903461109565,0.5203748778152965,55.9561632170354,125.4096865600692,No,Sin fallo,93,1,92.98650380083154,12.605780980378444,1,0,Sin observación,2.0
2023-01-03 03:00:00,Mañana,OP_16,M_6,P_1,73.62612963086356,0.4545479845365797,61.10911813079912,127.09058576760717,No,Sin fallo,91,2,83.05580059909256,16.90172340995804,1,0,Sin observación,2.0
2023-01-03 04:00:00,Tarde,OP_16,M_5,P_5,74.72957036846259,0.3788130541739833,21.017598051892566,114.68270692251984,No,Sin fallo,107,2,81.64770651071842,19.449598203306408,1,0,Sin observación,2.0
2023-01-03 05:00:00,Mañana,OP_14,M_8,P_12,76.21222410939916,0.4223953837401601,52.6728065407176,117.73800813879254,No,Sin fallo,98,3,83.4812919449222,15.906678084487243,3,0,Operación normal,1.0
2023-01-03 06:00:00,Tarde,OP_7,M_3,P_4,75.12671349095196,0.4940557342845411,62.569044135101976,117.89394962520372,No,Sin fallo,90,3,95.14448212911796,11.82807581468973,1,0,Revisar calibración,2.0
2023-01-03 07:00:00,Noche,OP_11,M_7,P_6,80.07168618311661,0.6685859231336932,39.04746246439748,115.3480517918154,Sí,Mecánico,106,5,90.4548414027878,13.064060934328776,2,1,Sin observación,1.0
2023-01-03 08:00:00,Noche,OP_1,M_2,P_7,71.2596587395613,0.3950923825212121,42.68362803952076,83.29675664611533,Sí,Otro,99,1,77.56888039919545,11.93304903509464,1,0,Sin observación,2.0
2023-01-03 09:00:00,Mañana,OP_11,M_3,P_9,75.49871417072586,0.5294764291975375,35.5138013224498,100.86819399521696,No,Sin fallo,92,0,85.87540925839139,12.12844721844932,1,0,Operación normal,2.0
2023-01-03 10:00:00,Noche,OP_4,M_2,P_1,77.37113886783659,0.5407119300434159,39.40709084009115,130.7533789592356,No,Sin fallo,103,1,81.40071229451256,14.331726975546326,1,0,Sin observación,2.0
